"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry",
"HCFT","Hunt Companies Finance Trust, Inc.","3.3001","78171659.9664","n/a","2013","Consumer Services","Real Estate Investment Trusts",
"HII","Huntington Ingalls Industries, Inc.","202.08","8680203327.36","n/a","n/a","Capital Goods","Marine Transportation",
"HUN","Huntsman Corporation","21.73","5178725325.8","n/a","2005","Basic Industries","Major Chemicals",
"HUYA","HUYA Inc.","22.37","4558940187.46","n/a","2018","Technology","Computer Software: Programming, Data Processing",
"H","Hyatt Hotels Corporation","67.61","7265130111.23","n/a","2009","Consumer Services","Hotels/Resorts",
"HY","Hyster-Yale Materials Handling, Inc.","68.22","1129772454.84","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks",
"IAG","Iamgold Corporation","3.09","1444911334.14","n/a","n/a","Basic Industries","Precious Metals",
"IBN","ICICI Bank Limited","9.95","32044147612.6","n/a","n/a","Finance","Commercial Banks",
"IDA","IDACORP, Inc.","94.59","4766653911.51","n/a","n/a","Public Utilities","Electric Utilities: Central",
"IEX","IDEX Corporation","137.26","10529175755.42","n/a","1989","Capital Goods","Fluid Controls",
"IDT","IDT Corporation","7.29","172905852.96","n/a","n/a","Public Utilities","Telecommunications Equipment",
"ITW","Illinois Tool Works Inc.","133.25","44212548675.75","n/a","n/a","Technology","Industrial Machinery/Components",
"IMAX","Imax Corporation","21","1314289032","n/a","n/a","Miscellaneous","Industrial Machinery/Components",
"ICD","Independence Contract Drilling, Inc.","3.35","253573814.6","n/a","2014","Energy","Oil & Gas Production",
"IHC","Independence Holding Company","35.86","530552501.16","n/a","n/a","Finance","Life Insurance",
"IRT","Independence Realty Trust, Inc.","10.25","911439009.75","n/a","2013","Consumer Services","Real Estate Investment Trusts",
"IFN","India Fund, Inc. (The)","20.52","562041445.68","n/a","n/a","n/a","n/a",
"IBA","Industrias Bachoco, S.A. de C.V.","45.07","2253500000","n/a","1997","Consumer Non-Durables","Meat/Poultry/Fish",
"INFY","Infosys Limited","10.55","45870747588","n/a","n/a","Technology","EDP Services",
"HIFR","InfraREIT, Inc.","21.03","925271042.16","n/a","2015","Consumer Services","Real Estate Investment Trusts",
"ING","ING Group, N.V.","12.14","47234661632","n/a","1997","Finance","Commercial Banks",
"ISF","ING Group, N.V.","25.71","0","n/a","n/a","Finance","Commercial Banks",
"ISG","ING Group, N.V.","25.555","0","n/a","n/a","Finance","Commercial Banks",
"IR","Ingersoll-Rand plc (Ireland)","94.47","23207149432.89","n/a","n/a","Capital Goods","Auto Parts:O.E.M.",
"NGVT","Ingevity Corporation","91.61","3844750774.8","n/a","2016","Basic Industries","Major Chemicals",
"INGR","Ingredion Incorporated","97.31","6880189113.44","n/a","n/a","Consumer Non-Durables","Packaged Foods",
"IIPR","Innovative Industrial Properties, Inc.","59.94","585961452","n/a","2016","Finance","Real Estate",
"IPHI","Inphi Corporation","37.86","1670063396.58","n/a","2010","Technology","Semiconductors",
"INSI","Insight Select Income Fund","17.92","191923827.2","n/a","n/a","n/a","n/a",
"NSP","Insperity, Inc.","105.21","4398836938.65","n/a","n/a","Technology","Professional Services",
"INSP","Inspire Medical Systems, Inc.","52.85","1131009395.95","n/a","1998","Health Care","Medical/Dental Instruments",
"IBP","Installed Building Products, Inc.","39.69","1239319218.06","n/a","2014","Basic Industries","Homebuilding",
"INST","Instructure, Inc.","39.29","1377435420.72","n/a","2015","Technology","Computer Software: Prepackaged Software",
"ITGR","Integer Holdings Corporation","80.22","2597739151.14","n/a","n/a","Miscellaneous","Industrial Machinery/Components",
"I","Intelsat S.A.","22.42","3140114417.34","n/a","2013","Consumer Services","Telecommunications Equipment",
"ICE","Intercontinental Exchange Inc.","75.76","43151680506.56","n/a","2005","Finance","Investment Bankers/Brokers/Service",
"IHG","Intercontinental Hotels Group","56.78","10125677503.14","n/a","n/a","Consumer Services","Hotels/Resorts",
"IBM","International Business Machines Corporation","133.97","121751102304.69","n/a","n/a","Technology","Computer Manufacturing",
"IFF","International Flavors & Fragrances, Inc.","137.8","14692129067.2","n/a","n/a","Basic Industries","Major Chemicals",
"IFFT","International Flavors & Fragrances, Inc.","52.67","0","n/a","n/a","Basic Industries","Major Chemicals",
"IGT","International Game Technology","16.07","3281511291.32","n/a","2015","Consumer Services","Services-Misc. Amusement & Recreation",
"IP","International Paper Company","46.97","19024187235.9","n/a","n/a","Basic Industries","Paper",
"INSW","International Seaways, Inc.","17.44","508977697.44","n/a","2016","Consumer Services","Marine Transportation",
"IPG","Interpublic Group of Companies, Inc. (The)","22.41","8613317115","n/a","n/a","Technology","Advertising",
"INXN","InterXion Holding N.V.","58.88","4220106240","n/a","2011","Technology","Computer Software: Programming, Data Processing",
"IPI","Intrepid Potash, Inc","3.11","407742459","n/a","2008","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)",
"IVC","Invacare Corporation","5.33","176961527.21","n/a","n/a","Health Care","Industrial Specialties",
"VBF","Invesco Bond Fund","17.42","198188541.98","n/a","n/a","n/a","n/a",
"VCV","Invesco California Value Municipal Income Trust","11.83","566246901.22","n/a","n/a","n/a","n/a",
"VTA","Invesco Credit Opportunities Fund","10.65","789104124.6","n/a","2007","n/a","n/a",
"IHIT","Invesco High Income 2023 Target Term Fund","9.985","239055008.805","n/a","2016","n/a","n/a",
"IHTA","Invesco High Income 2024 Target Term Fund","9.4714","76718340","n/a","2017","n/a","n/a",
"VLT","Invesco High Income Trust II","13.6","110410634.4","n/a","1989","n/a","n/a",
"IVR","INVESCO MORTGAGE CAPITAL INC","16.05","1792025209.05","n/a","2009","Consumer Services","Real Estate Investment Trusts",
"OIA","Invesco Municipal Income Opportunities Trust","7.44","353352064.08","n/a","n/a","n/a","n/a",
"VMO","Invesco Municipal Opportunity Trust","11.73","790772401.71","n/a","n/a","n/a","n/a",
"VKQ","Invesco Municipal Trust","11.76","650565869.52","n/a","n/a","n/a","n/a",
"VPV","Invesco Pennsylvania Value Municipal Income Trust","12.05","287146005.2","n/a","n/a","n/a","n/a",
"IVZ","Invesco Plc","19.02","7823608684.86","n/a","n/a","Finance","Investment Managers",
"IQI","Invesco Quality Municipal Income Trust","11.83","625615318.51","n/a","n/a","n/a","n/a",
"VVR","Invesco Senior Income Trust","4.08","734547532.8","n/a","1998","n/a","n/a",
"VTN","Invesco Trust  for Investment Grade New York Municipal","12.6","245419687.8","n/a","n/a","n/a","n/a",
"VGM","Invesco Trust for Investment Grade Municipals","12.14","658295093.44","n/a","n/a","n/a","n/a",
"IIM","Invesco Value Municipal Income Trust","14.26","671025946.68","n/a","n/a","n/a","n/a",
"ITG","Investment Technology Group, Inc.","30.23","999768252.88","n/a","n/a","Finance","Investment Bankers/Brokers/Service",
"IRET","Investors Real Estate Trust","57.3","68593543.5","n/a","n/a","Consumer Services","Real Estate Investment Trusts",
"NVTA","Invitae Corporation","14.79","1109113281.24","n/a","2015","Health Care","Medical Specialities",
"INVH","Invitation Homes Inc.","21.61","11249735982.61","n/a","2017","Finance","Real Estate",
"IO","Ion Geophysical Corporation","9.92","138909750.08","n/a","n/a","Energy","Oil & Gas Production",
"IQV","IQVIA Holdings, Inc.","125.98","24949862921.58","n/a","2013","Health Care","Biotechnology: Commercial Physical & Biological Resarch",
"IRM","Iron Mountain Incorporated","36.05","10318216363.7","n/a","n/a","Consumer Services","Real Estate Investment Trusts",
"IRS","IRSA Inversiones Y Representaciones S.A.","13.84","800888220.64","n/a","n/a","Consumer Services","Homebuilding",
"ICL","Israel Chemicals Shs","5.84","7476958698.48","n/a","2014","Basic Industries","Agricultural Chemicals",
"STAR","iStar Inc.","9.36","636365368.08","n/a","n/a","Consumer Services","Real Estate Investment Trusts",
"ITCB","Ita? CorpBanca","14.55","4970345562.3","n/a","n/a","Finance","Commercial Banks",
"ITUB","Itau Unibanco Banco Holding SA","10.01","97302414429.22","n/a","n/a","Finance","Major Banks",
"ITT","ITT Inc.","51.78","4535928000","n/a","2011","Capital Goods","Fluid Controls",
"IVH","Ivy High Income Opportunities Fund","12.98","215040802.24","n/a","2013","n/a","n/a",
"JPM","J P Morgan Chase & Co","103.39","338684962000","n/a","n/a","Finance","Major Banks",
"JAX","J. Alexander&#39;s Holdings, Inc.","8.66","127260224.16","n/a","2015","Consumer Services","Restaurants",
"JILL","J. Jill, Inc.","6.34","277360779.38","n/a","2017","Consumer Non-Durables","Apparel",
"JCP","J.C. Penney Company, Inc. Holding Company","1.35","425788402.95","n/a","n/a","Consumer Services","Department/Specialty Retail Stores",
"SJM","J.M. Smucker Company (The)","101.44","11539625011.52","n/a","n/a","Consumer Non-Durables","Packaged Foods",
"JBL","Jabil Inc.","25.83","3996291756.24","n/a","1993","Technology","Electrical Products",
"JEC","Jacobs Engineering Group Inc.","63.77","9076725078.19","n/a","n/a","Basic Industries","Military/Government/Technical",
"JAG","Jagged Peak Energy Inc.","10.49","2236330780.31","n/a","2017","Energy","Oil & Gas Production",
"JHX","James Hardie Industries plc.","10.87","4804832848.67","n/a","n/a","Capital Goods","Building Materials",
"JHG","Janus Henderson Group plc","22.35","4338104224.05","n/a","2017","Finance","Investment Managers",
"JOF","Japan Smaller Capitalization Fund Inc","8.76","248204902.68","n/a","1990","n/a","n/a",
"JBGS","JBG SMITH Properties","37.99","4593647049.31","n/a","2017","Consumer Services","Real Estate Investment Trusts",
"JEF","Jefferies Financial Group Inc.","20.37","6264080550","n/a","n/a","Consumer Non-Durables","Meat/Poultry/Fish",
"JELD","JELD-WEN Holding, Inc.","16.88","1741405889.28","n/a","2017","Basic Industries","Forest Products",
"JCAP","Jernigan Capital, Inc.","21.03","428678842.74","n/a","2015","Consumer Services","Real Estate Investment Trusts",
"JT","Jianpu Technology Inc.","5.4","907294235.4","n/a","2017","Technology","Computer Software: Programming, Data Processing",
"JKS","JinkoSolar Holding Company Limited","15.24","597598256.16","n/a","2010","Technology","Semiconductors",
"JMP","JMP Group LLC","4.47","95195949.51","n/a","2007","Finance","Investment Bankers/Brokers/Service",
"JMPB","JMP Group LLC","25.45","0","n/a","n/a","Finance","Investment Bankers/Brokers/Service",
"JMPD","JMP Group LLC","24.86","0","n/a","2017","Finance","Investment Bankers/Brokers/Service",
"JBT","John Bean Technologies Corporation","78.46","2479955520.16","n/a","n/a","Technology","Industrial Machinery/Components",
"BTO","John Hancock Financial Opportunities Fund","34.53","644691052.86","n/a","1994","n/a","n/a",
"HEQ","John Hancock Hedged Equity & Income Fund","13.85","169163401.4","n/a","2011","n/a","n/a",
"JHS","John Hancock Income Securities Trust","13.48","156995965.8","n/a","n/a","n/a","n/a",
"JHI","John Hancock Investors Trust","15.25","132782131.25","n/a","n/a","n/a","n/a",
"HPF","John Hancock Pfd Income Fund II","20.35","433130702.4","n/a","2002","n/a","n/a",
"HPI","John Hancock Preferred Income Fund","20.57","535241397.02","n/a","2002","n/a","n/a",
"HPS","John Hancock Preferred Income Fund III","17.46","551334158.1","n/a","2003","n/a","n/a",
"PDT","John Hancock Premium Dividend Fund","15.42","746893235.52","n/a","n/a","n/a","n/a",
"HTD","John Hancock Tax Advantaged Dividend Income Fund","22.438","793967754.918","n/a","2004","n/a","n/a",
"HTY","John Hancock Tax-Advantaged Global Shareholder Yield Fund","6.81","75178851.99","n/a","n/a","n/a","n/a",
"JNJ","Johnson & Johnson","128.23","343910034964.87","n/a","n/a","Health Care","Major Pharmaceuticals",
"JCI","Johnson Controls International plc","32.71","29759477631.53","n/a","n/a","Consumer Services","Other Consumer Services",
"JLL","Jones Lang LaSalle Incorporated","140.75","6413492897.75","n/a","n/a","Finance","Real Estate",
"JMEI","Jumei International Holding Limited","2.23","334242838.63","n/a","2014","Consumer Services","Other Specialty Stores",
"JNPR","Juniper Networks, Inc.","28.38","9795481872","n/a","1999","Technology","Computer Communications Equipment",
"JP","Jupai Holdings Limited","3.87","127802709.72","n/a","2015","Consumer Services","Other Consumer Services",
"JE","Just Energy Group, Inc.","3.71","554690618.16","n/a","n/a","Public Utilities","Oil/Gas Transmission",
"LRN","K12 Inc","29.4","1182965506.8","n/a","n/a","Consumer Services","Other Consumer Services",
"KAI","Kadant Inc","85.63","951117756.48","n/a","n/a","Technology","Industrial Machinery/Components",
"KDMN","Kadmon Holdings, Inc.","2.33","263594803.61","n/a","2016","Health Care","Major Pharmaceuticals",
"KAMN","Kaman Corporation","57.86","1617689109.08","n/a","n/a","Consumer Durables","Industrial Specialties",
"KSU","Kansas City Southern","108.91","11075868299.31","n/a","n/a","Transportation","Railroads",
"KAR","KAR Auction Services, Inc","51.78","6969548854.32","n/a","2009","Consumer Durables","Automotive Aftermarket",
"KMF","Kayne Anderson Midstream Energy Fund, Inc","11.03","539129843.97","n/a","2010","n/a","n/a",
"KYN","Kayne Anderson MLP/Midstream Investment Company","15.3","1929299277.6","n/a","2004","n/a","n/a",
"KB","KB Financial Group Inc","41.36","16388224756.64","n/a","n/a","Finance","Commercial Banks",
"KBH","KB Home","20.06","1743719351.52","n/a","1986","Capital Goods","Homebuilding",
"KBR","KBR, Inc.","17.23","2427325665.64","n/a","2006","Basic Industries","Military/Government/Technical",
"FRAC","Keane Group, Inc.","9.77","1017921820.86","n/a","2017","Energy","Oilfield Services/Equipment",
"K","Kellogg Company","57.78","20050881700.32","n/a","n/a","Consumer Non-Durables","Packaged Foods",
"KEM","Kemet Corporation","20.59","1182764279.93","n/a","n/a","Capital Goods","Electrical Products",
"KMPA","Kemper Corporation","25.45","0","n/a","2014","Finance","Property-Casualty Insurers",
"KMPR","Kemper Corporation","74.22","4805532879.24","n/a","n/a","Finance","Property-Casualty Insurers",
"KMT","Kennametal Inc.","37.45","3074749298.25","n/a","n/a","Capital Goods","Industrial Machinery/Components",
"KW","Kennedy-Wilson Holdings Inc.","19.41","2798768175.75","n/a","n/a","Finance","Real Estate",
"KEN","Kenon Holdings Ltd.","17.85","960807469.65","n/a","2015","Public Utilities","Electric Utilities: Central",
"KDP","Keurig Dr Pepper Inc.","26.3","37502926471.8","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)",
"KEG","Key Energy Services, Inc.","2.06","41812559.54","n/a","2016","Energy","Oilfield Services/Equipment",
"KEY","KeyCorp","16.81","17137845430","n/a","n/a","Finance","Major Banks",
"KEYS","Keysight Technologies Inc.","71.07","13335700167.48","n/a","2014","Capital Goods","Industrial Machinery/Components",
"KRC","Kilroy Realty Corporation","68.56","6907213497.28","n/a","1997","Consumer Services","Real Estate Investment Trusts",
"KRP","Kimbell Royalty Partners","16.5","499776123","n/a","2017","Energy","Oil & Gas Production",
"KMB","Kimberly-Clark Corporation","108.12","37301400000","n/a","n/a","Consumer Durables","Containers/Packaging",
"KIM","Kimco Realty Corporation","16.7","7037234793.5","n/a","n/a","Consumer Services","Real Estate Investment Trusts",
"KMI","Kinder Morgan, Inc.","17.74","39152504411.38","n/a","2011","Public Utilities","Natural Gas Distribution",
"KFS","Kingsway Financial Services, Inc.","2.29","51250607.62","n/a","n/a","Finance","Property-Casualty Insurers",
"KGC","Kinross Gold Corporation","3.23","4038239091.83","n/a","n/a","Basic Industries","Precious Metals",
"KEX","Kirby Corporation","68.71","4113392860","n/a","n/a","Consumer Services","Marine Transportation",
"KL","Kirkland Lake Gold Ltd.","29.23","6132070648.55","n/a","n/a","Basic Industries","Precious Metals",
"KRG","Kite Realty Group Trust","15.86","1327715348.18","n/a","2004","Consumer Services","Real Estate Investment Trusts",
"KKR","KKR & Co. Inc.","22.83","19072606158.57","n/a","n/a","Finance","Investment Managers",
"KIO","KKR Income Opportunities Fund","15","305104725","n/a","2013","n/a","n/a",
"KREF","KKR Real Estate Finance Trust Inc.","20.14","1178636624.64","n/a","2017","Consumer Services","Real Estate Investment Trusts",
"KNX","Knight Transportation, Inc.","30.78","5372327195.1","n/a","2017","Transportation","Trucking Freight/Courier Services",
"KNL","Knoll, Inc.","19.59","968116642.8","n/a","2004","Consumer Durables","Office Equipment/Supplies/Services",
"KNOP","KNOT Offshore Partners LP","19.04","622495549.76","n/a","2013","Consumer Services","Marine Transportation",
"KN","Knowles Corporation","14.71","1326904164.46","n/a","2014","Consumer Non-Durables","Consumer Electronics/Appliances",
"KSS","Kohl&#39;s Corporation","70.7","11674646529.7","n/a","1992","Consumer Services","Department/Specialty Retail Stores",
"PHG","Koninklijke Philips N.V.","37.05","33613569188.55","n/a","n/a","Energy","Consumer Electronics/Appliances",
"KOP","Koppers Holdings Inc.","21.96","450362597.4","n/a","2006","Basic Industries","Forest Products",
"KEP","Korea Electric Power Corporation","14.82","19027815242.28","n/a","1994","Public Utilities","Electric Utilities: Central",
"KF","Korea Fund, Inc. (The)","30.55","163839741.65","n/a","n/a","n/a","n/a",
"KFY","Korn Ferry ","45.11","2556611776.16","n/a","1999","Technology","Diversified Commercial Services",
"KOS","Kosmos Energy Ltd.","4.91","2129060952.82","n/a","2011","Energy","Oil & Gas Production",
"KRA","Kraton Corporation","27.37","874665608.04","n/a","2009","Basic Industries","Major Chemicals",
"KR","Kroger Company (The)","28.12","22432534144.2","n/a","n/a","Consumer Services","Food Chains",
"KRO","Kronos Worldwide Inc","13.16","1525345305.68","n/a","n/a","Basic Industries","Major Chemicals",
"KT","KT Corporation","13.98","6854247713.28","n/a","n/a","Public Utilities","Telecommunications Equipment",
"LB","L Brands, Inc.","27.65","7607206056.45","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores",
"SCX","L.S. Starrett Company (The)","5.6338","39656002.7072","n/a","n/a","Capital Goods","Industrial Machinery/Components",
"LLL","L3 Technologies, Inc.","184.49","14518911183.99","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment",
"LH","Laboratory Corporation of America Holdings","137.4","13863660000","n/a","n/a","Health Care","Medical Specialities",
"LADR","Ladder Capital Corp","16.67","1951378831.06","n/a","2014","Consumer Services","Real Estate Investment Trusts",
"LAIX","LAIX Inc.","8.514","408265294.734","n/a","2018","Consumer Services","Other Consumer Services",
"LW","Lamb Weston Holdings, Inc.","71.1","10415584257.3","n/a","2016","Consumer Non-Durables","Packaged Foods",
"LCI","Lannett Co Inc","8.29","325537348.91","n/a","n/a","Health Care","Major Pharmaceuticals",
"LPI","Laredo Petroleum, Inc.","3.69","863024653.8","n/a","2011","Energy","Oil & Gas Production",
"LVS","Las Vegas Sands Corp.","56.95","44623416075.15","n/a","2004","Consumer Services","Hotels/Resorts",
"LTM","LATAM Airlines Group S.A.","11.64","7058585546.52","n/a","n/a","Transportation","Air Freight/Delivery Services",
"LGI","Lazard Global Total Return and Income Fund","14.51","139371988.87","n/a","2004","n/a","n/a",
"LAZ","Lazard Ltd.","38.93","4596542103.54","n/a","2005","Finance","Investment Managers",
"LOR","Lazard World Dividend & Income Fund, Inc.","9.34","64260909.22","n/a","2005","n/a","n/a",
"LZB","La-Z-Boy Incorporated","29","1358170630","n/a","n/a","Consumer Durables","Home Furnishings",
"LCII","LCI Industries ","83.86","2114749613.2","n/a","n/a","Capital Goods","Auto Parts:O.E.M.",
"LEAF","Leaf Group Ltd.","7.67","194160427.89","n/a","n/a","Technology","EDP Services",
"LEA","Lear Corporation","158.79","10190168499.72","n/a","n/a","Capital Goods","Auto Parts:O.E.M.",
"LEE","Lee Enterprises, Incorporated","2.68","154610355.08","n/a","n/a","Consumer Services","Newspapers/Magazines",
"LGC","Legacy Acquisition Corp.","9.93","372375000","n/a","2017","Finance","Business Services",
"LM","Legg Mason, Inc.","29.22","2499139935.66","n/a","n/a","Finance","Investment Managers",
"LMHA","Legg Mason, Inc.","26.1","0","n/a","2016","Finance","Investment Managers",
"LMHB","Legg Mason, Inc.","22.73","0","n/a","2016","Finance","Investment Managers",
"LEG","Leggett & Platt, Incorporated","39.97","5212797627.38","n/a","n/a","Consumer Durables","Home Furnishings",
"JBK","Lehman ABS Corporation","25.964","0","n/a","n/a","Finance","Finance: Consumer Services",
"KTH","Lehman ABS Corporation","30.1772","0","n/a","n/a","Finance","Finance: Consumer Services",
"KTN","Lehman ABS Corporation","29.75","0","n/a","n/a","Finance","Finance: Consumer Services",
"KTP","Lehman ABS Corporation","8.05","0","n/a","n/a","Finance","Finance: Consumer Services",
"LDOS","Leidos Holdings, Inc.","57.05","8543811480.05","n/a","n/a","Technology","EDP Services",
"LEJU","Leju Holdings Limited","1.64","222652897.68","n/a","2014","Finance","Real Estate",
"LC","LendingClub Corporation","3.1","1321247890.7","n/a","2014","Miscellaneous","Business Services",
"LEN","Lennar Corporation","44.56","14717509314.08","n/a","n/a","Basic Industries","Homebuilding",
"LII","Lennox International, Inc.","224.3","9035540825.5","n/a","1999","Capital Goods","Industrial Machinery/Components",
"LHC","Leo Holdings Corp.","9.88","247000000","n/a","2018","Finance","Business Services",
"LXP","Lexington Realty Trust","9.25","2185537626.5","n/a","n/a","n/a","n/a",
"LPL","LG Display Co., Ltd.","9.13","6533714682","n/a","2004","Capital Goods","Industrial Machinery/Components",
"USA","Liberty All-Star Equity Fund","5.7","1122913258.2","n/a","1986","n/a","n/a",
"ASG","Liberty All-Star Growth Fund, Inc.","4.87","133642247.8","n/a","n/a","n/a","n/a",
"LBRT","Liberty Oilfield Services Inc.","15.64","1803569344.12","n/a","2018","Energy","Oilfield Services/Equipment",
"LPT","Liberty Property Trust","45.62","6743599175.06","n/a","n/a","Consumer Services","Real Estate Investment Trusts",
"LSI","Life Storage, Inc.","94.83","4419213322.41","n/a","n/a","Consumer Services","Real Estate Investment Trusts",
"LITB","LightInTheBox Holding Co., Ltd.","0.77","52210445.21","n/a","2013","Consumer Services","Catalog/Specialty Distribution",
"LNC","Lincoln National Corporation","59.49","12707345030.76","n/a","n/a","Finance","Life Insurance",
"LIN","Linde plc","158.84","88656138734.24","n/a","2018","Basic Industries","Major Chemicals",
"LNN","Lindsay Corporation","87.9","948119198.1","n/a","n/a","Capital Goods","Industrial Machinery/Components",
"LN","LINE Corporation","35.58","8478565417.92","n/a","2016","Technology","Computer Software: Programming, Data Processing",
"LAD","Lithia Motors, Inc.","87.04","2047979217.92","n/a","n/a","Consumer Durables","Automotive Aftermarket",
"LAC","Lithium Americas Corp.","3.15","279062147.7","n/a","n/a","Basic Industries","Precious Metals",
"LYV","Live Nation Entertainment, Inc.","53.39","11187610806.79","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation",
"LTHM","Livent Corporation","13.42","1959320000","n/a","2018","Basic Industries","Major Chemicals",
"RAMP","LiveRamp Holdings, Inc.","43.36","2955931806.24","n/a","n/a","Technology","EDP Services",
"LYG","Lloyds Banking Group Plc","3.07","54618057062.62","n/a","n/a","Finance","Commercial Banks",
"SCD","LMP Capital and Income Fund Inc.","12.05","216699126.5","n/a","2004","n/a","n/a",
"LMT","Lockheed Martin Corporation","287.04","81641549483.52","n/a","n/a","Capital Goods","Military/Government/Technical",
"L","Loews Corporation","47.79","15015171115.71","n/a","n/a","Finance","Property-Casualty Insurers",
"LOMA","Loma Negra Compania Industrial Argentina Sociedad Anonima","12.43","1481721854.14","n/a","2017","Capital Goods","Building Materials",
"LPX","Louisiana-Pacific Corporation","24.01","3389695520.89","n/a","n/a","Basic Industries","Forest Products",
"LOW","Lowe&#39;s Companies, Inc.","93.82","75333426396.74","n/a","n/a","Consumer Services","RETAIL: Building Materials",
"LXU","Lsb Industries Inc.","7.28","208342250.48","n/a","n/a","Basic Industries","Major Chemicals",
"LKSD","LSC Communications, Inc.","8.19","310205504.7","n/a","2016","Miscellaneous","Publishing",
"LTC","LTC Properties, Inc.","45.32","1797243320.84","n/a","n/a","Consumer Services","Real Estate Investment Trusts",
"LUB","Luby&#39;s, Inc.","1.56","46276401.6","n/a","n/a","Consumer Services","Restaurants",
"LL","Lumber Liquidators Holdings, Inc","11.69","334571400.52","n/a","2007","Consumer Services","RETAIL: Building Materials",
"LXFR","Luxfer Holdings PLC","20.01","530354524.74","n/a","2012","Basic Industries","Major Chemicals",
"LXFT","Luxoft Holding, Inc.","57.68","1960710991.12","n/a","2013","Technology","EDP Services",
"LDL","Lydall, Inc.","25.17","438144937.59","n/a","n/a","Capital Goods","Auto Parts:O.E.M.",
"WLH","Lyon William Homes","12.48","471184034.88","n/a","2013","Capital Goods","Homebuilding",
"LYB","LyondellBasell Industries NV","86.21","33075129454.9","n/a","n/a","Basic Industries","Major Chemicals",
"MTB","M&T Bank Corporation","168.31","23316657540","n/a","n/a","Finance","Major Banks",
"MDC","M.D.C. Holdings, Inc.","29.74","1683717401.02","n/a","n/a","Capital Goods","Homebuilding",
"MHO","M/I Homes, Inc.","25.17","702845469.12","n/a","1993","Capital Goods","Homebuilding",
"MAC","Macerich Company (The)","46.14","6508088618.28","n/a","1994","Consumer Services","Real Estate Investment Trusts",
"CLI","Mack-Cali Realty Corporation","20.08","1813630138.08","n/a","n/a","Consumer Services","Real Estate Investment Trusts",
"MFD","Macquarie First Trust Global","10.61","90688359.62","n/a","2004","n/a","n/a",
"MGU","Macquarie Global Infrastructure Total Return Fund Inc.","20.71","258218348.03","n/a","2005","n/a","n/a",
"MIC","Macquarie Infrastructure Corporation ","41.67","3568623717.06","n/a","2004","Energy","Oil Refining/Marketing",
"BMA","Macro Bank Inc.","55","3683146610","n/a","n/a","Finance","Commercial Banks",
"M","Macy&#39;s Inc","25.51","7843489292.4","n/a","n/a","Consumer Services","Department/Specialty Retail Stores",
"MCN","Madison Covered Call & Equity Strategy Fund","6.62","138668636.88","n/a","2004","n/a","n/a",
"MMP","Magellan Midstream Partners L.P.","62.96","14367167273.6","n/a","n/a","Energy","Natural Gas Distribution",
"MGA","Magna International, Inc.","52.36","17139820694.92","n/a","n/a","Capital Goods","Auto Parts:O.E.M.",
"MX","MagnaChip Semiconductor Corporation","6.46","223657874.52","n/a","2011","Technology","Semiconductors",
"MGY","Magnolia Oil & Gas Corporation","12.3","3071057333.4","n/a","2017","Energy","Oil & Gas Production",
"MHLA","Maiden Holdings, Ltd.","14.28","0","n/a","2016","Finance","Property-Casualty Insurers",
"MHNC","Maiden Holdings, Ltd.","17.5","0","n/a","2013","Finance","Property-Casualty Insurers",
"MAIN","Main Street Capital Corporation","36.8","2244572612.8","n/a","2007","n/a","n/a",
"MMD","MainStay MacKay DefinedTerm Municipal Opportunitie","19.73","543800450.03","n/a","2012","n/a","n/a",
"MNK","Mallinckrodt plc","21.65","1803731646","n/a","2013","Health Care","Major Pharmaceuticals",
"MANU","Manchester United Ltd.","19.11","3144099312.9","n/a","2012","Consumer Services","Services-Misc. Amusement & Recreation",
"MTW","Manitowoc Company, Inc. (The)","15.4","548023614.6","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks",
"MN","Manning & Napier, Inc.","2.08","31892725.28","n/a","2011","Finance","Investment Managers",
"MAN","ManpowerGroup","74.74","4621286160.52","n/a","n/a","Technology","Professional Services",
"MFC","Manulife Financial Corp","15.75","31043296431","n/a","n/a","Finance","Life Insurance",
"MRO","Marathon Oil Corporation","15.9","13217286428.4","n/a","n/a","Energy","Oil & Gas Production",
"MPC","Marathon Petroleum Corporation","64.08","44269893946.08","n/a","n/a","Energy","Integrated oil Companies",
"MMI","Marcus & Millichap, Inc.","38.41","1484598737.6","n/a","2013","Finance","Real Estate",
"MCS","Marcus Corporation (The)","43.19","1223702874.66","n/a","n/a","Consumer Services","Movies/Entertainment",
"MPX","Marine Products Corporation","13.93","480569008.36","n/a","n/a","Capital Goods","Marine Transportation",
"HZO","MarineMax, Inc.","18.4","502638614.4","n/a","1998","Consumer Services","Other Specialty Stores",
"MKL","Markel Corporation","1038.74","14422540302.26","n/a","1986","Finance","Property-Casualty Insurers",
"VAC","Marriot Vacations Worldwide Corporation","85.56","4022813193.12","n/a","n/a","Finance","Real Estate",
"MMC","Marsh & McLennan Companies, Inc.","83.52","42069700177.92","n/a","n/a","Finance","Specialty Insurers",
